symbol,change_type,previous_rank,current_rank,previous_score,current_score,previous_weight,current_weight,reason
BA,retained,1,1,40500.5,9.463270427836768,0.3333333333333333,0.3333333333333333,target retained
C,retained,2,2,40500.5,9.463270427836768,0.3333333333333333,0.3333333333333333,target retained
CSCO,retained,3,3,40500.5,9.463270427836768,0.3333333333333333,0.3333333333333333,target retained
