run_date,portfolio_value,benchmark_value,total_contributed_strategy,total_contributed_benchmark,cash,market_value
2026-04-22,5243.7075513568625,5467.921596220067,5250.0,5250.0,0.00034874144057539525,5243.707202615422
2026-04-23,5235.191083682248,5485.422118537449,5250.0,5250.0,0.00034874144057539525,5235.1907349408075
2026-04-24,5223.125392771286,5482.064665500251,5250.0,5250.0,0.00034874144057539525,5223.125044029845
