date,close,volume,symbol,resolved_symbol,provider
2024-06-21,25.723783493041992,90900,DMLP,DMLP,yfinance
2024-06-24,26.140024185180664,48900,DMLP,DMLP,yfinance
2024-06-25,25.823680877685547,35700,DMLP,DMLP,yfinance
2024-06-26,25.507335662841797,21400,DMLP,DMLP,yfinance
2024-06-27,25.715457916259766,38500,DMLP,DMLP,yfinance
2024-06-28,25.682159423828125,22000,DMLP,DMLP,yfinance
2024-07-01,26.0068302154541,42600,DMLP,DMLP,yfinance
2024-07-02,26.289873123168945,58500,DMLP,DMLP,yfinance
2024-07-03,26.156675338745117,47500,DMLP,DMLP,yfinance
2024-07-05,25.85698127746582,48600,DMLP,DMLP,yfinance
2024-07-08,26.323169708251953,49100,DMLP,DMLP,yfinance
2024-07-09,26.373123168945312,31600,DMLP,DMLP,yfinance
2024-07-10,26.49799346923828,40700,DMLP,DMLP,yfinance
2024-07-11,26.689464569091797,49500,DMLP,DMLP,yfinance
2024-07-12,26.756061553955078,32200,DMLP,DMLP,yfinance
2024-07-15,27.097383499145508,33900,DMLP,DMLP,yfinance
2024-07-16,27.17230796813965,34100,DMLP,DMLP,yfinance
2024-07-17,26.922561645507812,54200,DMLP,DMLP,yfinance
2024-07-18,26.90591049194336,30500,DMLP,DMLP,yfinance
2024-07-19,26.589569091796875,53400,DMLP,DMLP,yfinance
2024-07-22,26.45636749267578,60300,DMLP,DMLP,yfinance
2024-07-23,25.615558624267578,90700,DMLP,DMLP,yfinance
2024-07-24,25.707134246826172,59300,DMLP,DMLP,yfinance
2024-07-25,26.364797592163086,100600,DMLP,DMLP,yfinance
2024-07-26,25.732105255126953,131400,DMLP,DMLP,yfinance
2024-07-29,25.665664672851562,71900,DMLP,DMLP,yfinance
2024-07-30,25.665664672851562,63000,DMLP,DMLP,yfinance
2024-07-31,25.895660400390625,62300,DMLP,DMLP,yfinance
2024-08-01,25.529373168945312,94400,DMLP,DMLP,yfinance
2024-08-02,25.094938278198242,137400,DMLP,DMLP,yfinance
2024-08-05,24.805315017700195,104500,DMLP,DMLP,yfinance
2024-08-06,25.17160415649414,116600,DMLP,DMLP,yfinance
2024-08-07,25.580482482910156,87400,DMLP,DMLP,yfinance
2024-08-08,25.997882843017578,87400,DMLP,DMLP,yfinance
2024-08-09,25.83603286743164,36300,DMLP,DMLP,yfinance
2024-08-12,26.423795700073242,92400,DMLP,DMLP,yfinance
2024-08-13,26.134174346923828,44900,DMLP,DMLP,yfinance
2024-08-14,26.347131729125977,35400,DMLP,DMLP,yfinance
2024-08-15,26.704898834228516,58300,DMLP,DMLP,yfinance
2024-08-16,26.696382522583008,49400,DMLP,DMLP,yfinance
2024-08-19,26.738971710205078,52600,DMLP,DMLP,yfinance
2024-08-20,25.98084259033203,109700,DMLP,DMLP,yfinance
2024-08-21,26.031951904296875,55300,DMLP,DMLP,yfinance
2024-08-22,25.98084259033203,31000,DMLP,DMLP,yfinance
2024-08-23,26.219356536865234,33000,DMLP,DMLP,yfinance
2024-08-26,26.432313919067383,29600,DMLP,DMLP,yfinance
2024-08-27,26.219356536865234,46100,DMLP,DMLP,yfinance
2024-08-28,26.100095748901367,25800,DMLP,DMLP,yfinance
2024-08-29,26.08306312561035,18800,DMLP,DMLP,yfinance
2024-08-30,25.895660400390625,34600,DMLP,DMLP,yfinance
2024-09-03,25.427152633666992,84300,DMLP,DMLP,yfinance
2024-09-04,25.48678207397461,34800,DMLP,DMLP,yfinance
2024-09-05,25.28234100341797,25600,DMLP,DMLP,yfinance
2024-09-06,25.111974716186523,74000,DMLP,DMLP,yfinance
2024-09-09,24.720134735107422,79400,DMLP,DMLP,yfinance
2024-09-10,24.59235954284668,72500,DMLP,DMLP,yfinance
2024-09-11,24.660507202148438,65000,DMLP,DMLP,yfinance
2024-09-12,25.05234718322754,47400,DMLP,DMLP,yfinance
2024-09-13,25.427152633666992,43200,DMLP,DMLP,yfinance
2024-09-16,25.648630142211914,92300,DMLP,DMLP,yfinance
2024-09-17,26.219356536865234,45500,DMLP,DMLP,yfinance
2024-09-18,26.168243408203125,63400,DMLP,DMLP,yfinance
2024-09-19,26.51749610900879,54000,DMLP,DMLP,yfinance
2024-09-20,26.296022415161133,163700,DMLP,DMLP,yfinance
2024-09-23,25.657148361206055,113700,DMLP,DMLP,yfinance
2024-09-24,25.83603286743164,32300,DMLP,DMLP,yfinance
2024-09-25,25.350486755371094,45800,DMLP,DMLP,yfinance
2024-09-26,24.941608428955078,80100,DMLP,DMLP,yfinance
2024-09-27,25.444190979003906,37100,DMLP,DMLP,yfinance
2024-09-30,25.682701110839844,24100,DMLP,DMLP,yfinance
2024-10-01,26.185283660888672,41800,DMLP,DMLP,yfinance
2024-10-02,26.142690658569336,66900,DMLP,DMLP,yfinance
2024-10-03,26.457866668701172,23100,DMLP,DMLP,yfinance
2024-10-04,26.62823486328125,20200,DMLP,DMLP,yfinance
2024-10-07,26.968965530395508,38900,DMLP,DMLP,yfinance
2024-10-08,26.790082931518555,34300,DMLP,DMLP,yfinance
2024-10-09,26.66230583190918,28300,DMLP,DMLP,yfinance
2024-10-10,27.071186065673828,26500,DMLP,DMLP,yfinance
2024-10-11,27.233036041259766,22300,DMLP,DMLP,yfinance
2024-10-14,27.428956985473633,55200,DMLP,DMLP,yfinance
2024-10-15,27.30970001220703,70900,DMLP,DMLP,yfinance
2024-10-16,27.335254669189453,50700,DMLP,DMLP,yfinance
2024-10-17,27.130815505981445,41300,DMLP,DMLP,yfinance
2024-10-18,28.042272567749023,87500,DMLP,DMLP,yfinance
2024-10-21,28.025238037109375,79000,DMLP,DMLP,yfinance
2024-10-22,28.050792694091797,69900,DMLP,DMLP,yfinance
2024-10-23,28.29782485961914,57400,DMLP,DMLP,yfinance
2024-10-24,28.10190200805664,187900,DMLP,DMLP,yfinance
2024-10-25,27.761167526245117,167400,DMLP,DMLP,yfinance
2024-10-28,27.660999298095703,118800,DMLP,DMLP,yfinance
2024-10-29,27.678573608398438,101600,DMLP,DMLP,yfinance
2024-10-30,27.458900451660156,36000,DMLP,DMLP,yfinance
2024-10-31,28.07398223876953,42400,DMLP,DMLP,yfinance
2024-11-01,28.12670135498047,71400,DMLP,DMLP,yfinance
2024-11-04,28.153064727783203,108800,DMLP,DMLP,yfinance
2024-11-05,27.72250747680664,58500,DMLP,DMLP,yfinance
2024-11-06,28.425453186035156,157600,DMLP,DMLP,yfinance
2024-11-07,29.63804054260254,134400,DMLP,DMLP,yfinance
2024-11-08,29.5501708984375,82000,DMLP,DMLP,yfinance
2024-11-11,29.444726943969727,111800,DMLP,DMLP,yfinance
2024-11-12,28.96145248413086,39000,DMLP,DMLP,yfinance
2024-11-13,28.724206924438477,45500,DMLP,DMLP,yfinance
2024-11-14,28.794504165649414,47400,DMLP,DMLP,yfinance
2024-11-15,29.075681686401367,37100,DMLP,DMLP,yfinance
2024-11-18,29.251420974731445,47900,DMLP,DMLP,yfinance
2024-11-19,29.260202407836914,51900,DMLP,DMLP,yfinance
2024-11-20,29.34807586669922,113200,DMLP,DMLP,yfinance
2024-11-21,29.435943603515625,89600,DMLP,DMLP,yfinance
2024-11-22,29.646831512451172,148200,DMLP,DMLP,yfinance
2024-11-25,29.523807525634766,83700,DMLP,DMLP,yfinance
2024-11-26,29.602890014648438,142900,DMLP,DMLP,yfinance
2024-11-27,30.042236328125,225900,DMLP,DMLP,yfinance
2024-11-29,30.14767837524414,56500,DMLP,DMLP,yfinance
2024-12-02,30.094955444335938,91700,DMLP,DMLP,yfinance
2024-12-03,30.235544204711914,123700,DMLP,DMLP,yfinance
2024-12-04,28.979026794433594,127500,DMLP,DMLP,yfinance
2024-12-05,29.11961555480957,69000,DMLP,DMLP,yfinance
2024-12-06,29.189912796020508,285500,DMLP,DMLP,yfinance
2024-12-09,29.39200782775879,125300,DMLP,DMLP,yfinance
2024-12-10,28.592405319213867,287800,DMLP,DMLP,yfinance
2024-12-11,28.803287506103516,260800,DMLP,DMLP,yfinance
2024-12-12,28.838436126708984,63000,DMLP,DMLP,yfinance
2024-12-13,28.838436126708984,179300,DMLP,DMLP,yfinance
2024-12-16,28.768144607543945,65600,DMLP,DMLP,yfinance
2024-12-17,28.6011905670166,353200,DMLP,DMLP,yfinance
2024-12-18,28.36394500732422,65600,DMLP,DMLP,yfinance
2024-12-19,28.240928649902344,97300,DMLP,DMLP,yfinance
2024-12-20,28.135488510131836,93700,DMLP,DMLP,yfinance
2024-12-23,28.32001304626465,137500,DMLP,DMLP,yfinance
2024-12-24,28.504535675048828,47700,DMLP,DMLP,yfinance
2024-12-26,29.05810546875,46300,DMLP,DMLP,yfinance
2024-12-27,29.242630004882812,119500,DMLP,DMLP,yfinance
2024-12-30,29.0405330657959,85600,DMLP,DMLP,yfinance
2024-12-31,29.28656578063965,110800,DMLP,DMLP,yfinance
2025-01-02,30.472793579101562,290600,DMLP,DMLP,yfinance
2025-01-03,29.95436668395996,232700,DMLP,DMLP,yfinance
2025-01-06,30.051023483276367,56600,DMLP,DMLP,yfinance
2025-01-07,29.857709884643555,189000,DMLP,DMLP,yfinance
2025-01-08,29.673189163208008,99900,DMLP,DMLP,yfinance
2025-01-10,29.68197250366211,162700,DMLP,DMLP,yfinance
2025-01-13,29.620464324951172,318300,DMLP,DMLP,yfinance
2025-01-14,29.611682891845703,228700,DMLP,DMLP,yfinance
2025-01-15,29.558956146240234,188400,DMLP,DMLP,yfinance
2025-01-16,29.5413818359375,196800,DMLP,DMLP,yfinance
2025-01-17,29.0932559967041,251500,DMLP,DMLP,yfinance
2025-01-21,29.0932559967041,383200,DMLP,DMLP,yfinance
2025-01-22,28.407882690429688,245200,DMLP,DMLP,yfinance
2025-01-23,28.21457290649414,250200,DMLP,DMLP,yfinance
2025-01-24,28.390308380126953,172200,DMLP,DMLP,yfinance
2025-01-27,27.784013748168945,105800,DMLP,DMLP,yfinance
2025-01-28,27.968538284301758,116000,DMLP,DMLP,yfinance
2025-01-29,28.135488510131836,111400,DMLP,DMLP,yfinance
2025-01-30,27.977325439453125,76700,DMLP,DMLP,yfinance
2025-01-31,27.608278274536133,127200,DMLP,DMLP,yfinance
2025-02-03,28.02130889892578,190500,DMLP,DMLP,yfinance
2025-02-04,27.895328521728516,126900,DMLP,DMLP,yfinance
2025-02-05,27.895328521728516,126100,DMLP,DMLP,yfinance
2025-02-06,28.24626922607422,116700,DMLP,DMLP,yfinance
2025-02-07,28.201278686523438,97700,DMLP,DMLP,yfinance
